,deleted_responses,condition,article,consent,consent2,have_facebook_q,believe_climate_change_q,believer_doubter,post_trustworthy,post_accurate,like_post,share_post,recognize_source,burning_oil_co2,nuclear_power_co2,co2_methane,global_co2_increase,climate_change_human_activities,last_century_global_increase,today_concentration_already_occured,scientists_expect_warming_increase_melting,scientists_expect_increase_extreme_events,scientists_expect_increase_water_evap,scientists_expect_climate_change_evenly,feelings_toward_fb,gender,gender_text,age,education,politics,politics_text,conservative,post_type,post_trust
3750,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,5.3,5.2,0.3,5.2,Yes,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,-1.2,Male,,37.0,Bachelor's degree in college (4-year),Republican,,Somewhat conservative,Real,5.25
3751,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.1,6.9,0.3,6.1,No,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Do not know,2.0,Male,,65.0,Associate degree in college (2-year),Democrat,,Somewhat liberal,Real,6.5
3752,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,7.5,6.7,0.3,5.2,No,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Correct,Do not know,Do not know,0.4,Female,,38.0,Some college but no degree,Independent,,Very liberal,Real,7.1
3753,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.2,8.4,0.3,6.3,Yes,Correct,Correct,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,2.2,Male,,54.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,8.3
3754,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,8.7,8.1,0.7,6.0,Yes,Correct,Do not know,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,-1.6,Female,,69.0,Graduate or professional degree,Democrat,,Very liberal,Real,8.399999999999999
3755,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,7.9,8.2,0.8,6.5,Yes,Do not know,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Correct,Do not know,Do not know,Correct,0.8,Female,,77.0,Associate degree in college (2-year),Republican,,Very conservative,Real,8.05
3756,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,6.3,6.6,0.8,6.8,No,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,1.1,Female,,36.0,Some college but no degree,Independent,,Very conservative,Real,6.449999999999999
3757,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,6.5,6.9,0.8,6.0,No,Correct,Do not know,Do not know,Do not know,Incorrect,Incorrect,Do not know,Incorrect,Do not know,Do not know,Do not know,-4.6,Female,,65.0,Associate degree in college (2-year),Independent,,Somewhat conservative,Real,6.7
3758,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,10.0,10.0,0.9,6.9,Yes,Correct,Do not know,Incorrect,Correct,Do not know,Correct,Do not know,Correct,Correct,Correct,Incorrect,2.1,Male,,18.0,High school graduate (high school diploma or equivalent including GED),Independent,,Somewhat conservative,Real,10.0
3759,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,3.8,4.9,0.9,4.0,No,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,-1.8,Male,,61.0,Some college but no degree,Democrat,,Somewhat liberal,Real,4.35
3760,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,4.2,7.2,0.9,5.0,No,Correct,Incorrect,Incorrect,Correct,Correct,Do not know,Incorrect,Correct,Correct,Incorrect,Incorrect,-4.5,Male,,27.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,5.7
3762,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,7.2,0.9,7.1,Yes,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,-0.9,Male,,58.0,Bachelor's degree in college (4-year),Independent,,Moderate,Real,7.65
3763,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.0,4.0,1.0,4.1,Yes,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,2.2,Male,,56.0,Bachelor's degree in college (4-year),Democrat,,Very liberal,Real,4.5
3764,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.8,6.1,1.0,6.0,No,Correct,Correct,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Incorrect,1.5,Male,,42.0,Associate degree in college (2-year),Independent,,Moderate,Real,5.949999999999999
3765,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.2,8.1,1.0,7.2,Yes,Correct,Correct,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,-1.8,Female,,48.0,Graduate or professional degree,Independent,,Somewhat liberal,Real,8.149999999999999
3766,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,4.4,5.5,1.1,7.1,No,Correct,Correct,Correct,Do not know,Incorrect,Incorrect,Incorrect,Do not know,Do not know,Do not know,Incorrect,-0.9,Male,,37.0,Bachelor's degree in college (4-year),Republican,,Somewhat conservative,Real,4.95
3767,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,7.1,6.1,1.1,10.2,Yes,Correct,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Do not know,Incorrect,3.2,Male,,36.0,Some college but no degree,Republican,,Very conservative,Real,6.6
3768,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.2,7.2,1.1,5.2,Yes,Incorrect,Correct,Incorrect,Do not know,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,2.3,Male,,67.0,Some college but no degree,Democrat,,Very liberal,Real,7.2
3770,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.5,8.2,1.1,8.2,No,Correct,Correct,Correct,Do not know,Do not know,Correct,Incorrect,Correct,Correct,Do not know,Do not know,-3.1,Female,,39.0,Associate degree in college (2-year),Democrat,,Somewhat liberal,Real,8.35
3771,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,9.1,9.1,1.1,7.0,Yes,Do not know,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Do not know,Incorrect,Do not know,-0.9,Male,,36.0,Bachelor's degree in college (4-year),Independent,,Somewhat liberal,Real,9.1
3772,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,3.3,4.1,1.1,7.7,No,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,3.5,Male,,27.0,Some college but no degree,Independent,,Somewhat conservative,Real,3.6999999999999997
3773,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,4.0,3.9,1.1,2.0,No,Incorrect,Do not know,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Do not know,Do not know,-3.0,Male,,64.0,Associate degree in college (2-year),Independent,,Moderate,Real,3.95
3774,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.1,5.0,1.1,3.1,No,Do not know,Correct,Correct,Do not know,Correct,Do not know,Do not know,Correct,Correct,Do not know,Do not know,-2.9,Female,,27.0,Bachelor's degree in college (4-year),Republican,,Very conservative,Real,5.05
3776,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.3,5.4,1.1,6.1,No,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Incorrect,Do not know,-1.0,Male,,64.0,Some college but no degree,Democrat,,Somewhat liberal,Real,5.85
3777,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,8.1,1.1,5.1,Yes,Correct,Incorrect,Incorrect,Correct,Do not know,Correct,Incorrect,Correct,Correct,Do not know,Do not know,0.2,Male,,64.0,Some college but no degree,Republican,,Moderate,Real,8.1
3778,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,1.1,5.1,Yes,Do not know,Incorrect,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,0.0,Male,,34.0,Graduate or professional degree,Democrat,,Very liberal,Real,10.0
3779,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.5,6.8,1.2,1.2999999999999998,No,Incorrect,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,3.9,Female,,52.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Not sure/not interested in politics,Real,6.15
3780,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.7,6.9,1.2,5.7,Yes,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Do not know,Incorrect,1.0,Male,,21.0,Some college but no degree,Democrat,,Somewhat liberal,Real,6.800000000000001
3781,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,3.3,4.4,1.2,6.0,Yes,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,Correct,Correct,Do not know,1.4,Female,,27.0,High school graduate (high school diploma or equivalent including GED),Republican,,Somewhat conservative,Real,3.85
3782,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.9,6.8,1.2,6.0,No,Correct,Do not know,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,0.2,Female,,50.0,Bachelor's degree in college (4-year),Independent,,Moderate,Real,6.85
3783,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,7.2,5.5,1.2,6.0,No,Correct,Incorrect,Do not know,Correct,Incorrect,Correct,Do not know,Correct,Correct,Do not know,Incorrect,1.1,Male,,49.0,Bachelor's degree in college (4-year),Republican,,Moderate,Real,6.35
3785,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.7,9.3,1.3,6.7,No,Incorrect,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,3.8,Female,,62.0,Some college but no degree,Republican,,Moderate,Real,8.5
3786,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,1.3,10.2,No,Correct,Correct,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,-0.7,Male,,60.0,Some college but no degree,Democrat,,Somewhat liberal,Real,10.0
3787,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,5.7,7.2,1.3,6.0,Yes,Correct,Correct,Do not know,Correct,Do not know,Do not know,Do not know,Correct,Correct,Correct,Do not know,-2.8,Female,,30.0,High school graduate (high school diploma or equivalent including GED),Republican,,Somewhat conservative,Real,6.45
3789,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.2,8.0,1.3,6.0,No,Correct,Do not know,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Incorrect,0.0,Male,,40.0,Some college but no degree,Democrat,,Somewhat conservative,Real,8.1
3791,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,3.1,6.2,1.4,7.1,No,Incorrect,Incorrect,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,Incorrect,Incorrect,-1.9,Male,,61.0,Some college but no degree,Independent,,Somewhat liberal,Real,4.65
3792,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,6.6,6.6,1.4,8.2,No,Correct,Do not know,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,0.9,Male,,70.0,Bachelor's degree in college (4-year),Independent,,Moderate,Real,6.6
3793,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.0,8.1,1.4,5.1,No,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Correct,Correct,Incorrect,Do not know,0.0,Male,,29.0,Some college but no degree,No party/not interested in politics,,Moderate,Real,8.05
3795,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,6.2,6.7,1.5,8.9,No,Incorrect,Do not know,Incorrect,Correct,Incorrect,Do not know,Correct,Correct,Correct,Incorrect,Do not know,2.7,Female,,64.0,Bachelor's degree in college (4-year),Independent,,Moderate,Real,6.45
3798,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,4.7,5.0,1.6,6.0,No,Correct,Do not know,Correct,Do not know,Incorrect,Do not know,Do not know,Correct,Correct,Correct,Do not know,0.0,Female,,38.0,High school graduate (high school diploma or equivalent including GED),No party/not interested in politics,,Not sure/not interested in politics,Real,4.85
3803,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,5.4,5.5,1.7,4.8,No,Do not know,Do not know,Incorrect,Do not know,Incorrect,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,-0.7,Female,,32.0,High school graduate (high school diploma or equivalent including GED),Independent,,Moderate,Real,5.45
3805,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,9.1,1.7,6.0,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,-2.3,Male,,32.0,Bachelor's degree in college (4-year),Independent,,Very liberal,Real,9.55
3817,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,7.4,1.9,6.0,Yes,Correct,Incorrect,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Incorrect,Incorrect,0.9,Male,,74.0,Bachelor's degree in college (4-year),Independent,,Somewhat liberal,Real,7.75
3818,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.4,5.3,2.0,6.0,No,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,0.0,Female,,29.0,Associate degree in college (2-year),Independent,,Very liberal,Real,5.35
3819,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,5.6,5.5,2.0,7.5,No,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Correct,0.1,Female,,28.0,Some college but no degree,Independent,,Moderate,Real,5.55
3820,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,9.0,9.1,2.0,4.1,Yes,Do not know,Do not know,Incorrect,Do not know,Incorrect,Correct,Incorrect,Correct,Correct,Do not know,Incorrect,1.0,Female,,59.0,Some college but no degree,Republican,,Very conservative,Real,9.05
3825,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.9,10.0,2.1,8.4,Yes,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Do not know,Incorrect,2.5,Male,,50.0,Associate degree in college (2-year),Democrat,,Somewhat liberal,Real,8.45
3827,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.4,8.3,2.1,7.9,No,Correct,Correct,Incorrect,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,3.8,Female,,34.0,Bachelor's degree in college (4-year),Independent,,Moderate,Real,8.350000000000001
3828,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.4,9.6,2.1,7.3,Yes,Correct,Do not know,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,2.4,Male,,30.0,Some college but no degree,Democrat,,Somewhat liberal,Real,9.5
3829,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.0,5.0,2.1,7.1,Yes,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,3.1,Male,,44.0,Some college but no degree,Democrat,,Somewhat liberal,Real,5.0
3831,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,7.5,6.0,2.1,7.0,Yes,Correct,Correct,Do not know,Correct,Incorrect,Correct,Do not know,Correct,Correct,Correct,Correct,1.3,Male,,38.0,Less than high school degree,Independent,,Moderate,Real,6.75
3832,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.2,8.2,2.1,9.3,No,Do not know,Do not know,Do not know,Do not know,Incorrect,Do not know,Do not know,Correct,Correct,Incorrect,Incorrect,-2.9,Male,,64.0,Less than high school degree,Republican,,Very conservative,Real,8.2
3835,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.4,5.3,2.2,8.8,Yes,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,1.4,Male,,41.0,Some college but no degree,Republican,,Moderate,Real,5.35
3836,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.9,7.9,2.2,7.1,Yes,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,3.1,Female,,59.0,Associate degree in college (2-year),Republican,,Very conservative,Real,7.4
3837,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,9.1,2.2,5.1,No,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,-2.0,Male,,58.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,8.6
3840,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.9,6.2,2.2,10.3,No,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,Correct,Correct,Do not know,Do not know,0.0,Male,,32.0,Graduate or professional degree,Independent,,Not sure/not interested in politics,Real,6.050000000000001
3841,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.6,7.0,2.2,7.2,No,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,-2.1,Male,,35.0,Bachelor's degree in college (4-year),Republican,,Very conservative,Real,6.8
3846,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.1,8.4,2.3,7.2,No,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,3.2,Male,,43.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Very liberal,Real,8.25
3847,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,2.0,3.0,2.3,5.0,Yes,Do not know,Correct,Incorrect,Do not know,Do not know,Do not know,Do not know,Correct,Correct,Do not know,Incorrect,-1.9,Female,,63.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Somewhat conservative,Real,2.5
3849,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.2,5.9,2.3,6.0,No,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,3.2,Female,,54.0,Graduate or professional degree,Republican,,Somewhat conservative,Real,5.550000000000001
3850,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.3,5.1,2.3,8.9,No,Correct,Do not know,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,2.5,Female,,22.0,High school graduate (high school diploma or equivalent including GED),Independent,,Very liberal,Real,5.199999999999999
3853,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,5.6,6.5,2.4,4.1,No,Correct,Correct,Do not know,Correct,Correct,Do not know,Do not know,Do not know,Correct,Correct,Incorrect,2.4,Female,,36.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Moderate,Real,6.05
3855,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.0,8.6,2.4,9.9,Yes,Incorrect,Correct,Do not know,Correct,Correct,Do not know,Incorrect,Correct,Correct,Incorrect,Correct,3.6,Male,,34.0,Graduate or professional degree,Independent,,Very liberal,Real,8.3
3857,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,9.0,8.9,2.4,7.1,Yes,Correct,Correct,Do not know,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Incorrect,1.6,Female,,40.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,8.95
3860,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.2,8.2,2.5,7.9,Yes,Do not know,Correct,Do not know,Correct,Correct,Correct,Do not know,Correct,Do not know,Do not know,Do not know,0.0,Female,,38.0,Some college but no degree,Independent,,Moderate,Real,8.7
3861,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.3,8.0,2.5,9.6,No,Correct,Do not know,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Do not know,Incorrect,-2.0,Male,,61.0,Bachelor's degree in college (4-year),Democrat,,Somewhat liberal,Real,7.65
3862,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,7.8,8.7,2.5,9.7,Yes,Correct,Correct,Correct,Correct,Do not know,Correct,Correct,Correct,Correct,Correct,Correct,1.7,Female,,24.0,Some college but no degree,Democrat,,Moderate,Real,8.25
3863,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,FALSE,Doubter,8.1,8.3,2.5,8.3,Yes,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Do not know,0.0,Female,,52.0,Some college but no degree,Independent,,Moderate,Real,8.2
3864,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,8.8,9.0,2.5,7.5,Yes,Correct,Correct,Do not know,Do not know,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,-3.5,Male,,43.0,Bachelor's degree in college (4-year),Independent,,Somewhat liberal,Real,8.9
3865,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,I am unsure,Doubter,5.1,5.2,2.6,6.4,No,Do not know,Do not know,Do not know,Do not know,Correct,Do not know,Do not know,Do not know,Correct,Correct,Do not know,1.8,Female,,32.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Moderate,Real,5.15
3867,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.9,9.1,2.6,7.7,No,Do not know,Incorrect,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Do not know,Correct,1.5,Male,,19.0,Some college but no degree,Republican,,Somewhat conservative,Real,9.5
3868,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,5.8,5.7,2.6,8.5,Yes,Correct,Incorrect,Correct,Correct,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,1.3,Male,,60.0,Associate degree in college (2-year),Democrat,,Somewhat liberal,Real,5.75
3869,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.0,6.8,2.6,5.5,No,Do not know,Do not know,Incorrect,Do not know,Correct,Do not know,Do not know,Correct,Incorrect,Correct,Correct,3.4,Male,,47.0,Graduate or professional degree,Democrat,,Somewhat liberal,Real,6.9
3871,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,6.0,6.0,2.7,5.6,No,Correct,Correct,Correct,Do not know,Correct,Do not know,Do not know,Correct,Correct,Correct,Correct,3.2,Male,,22.0,High school graduate (high school diploma or equivalent including GED),Independent,,Moderate,Real,6.0
3872,,Control,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,9.4,7.7,2.7,8.7,No,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,3.5,Male,,31.0,Less than high school degree,Independent,,Moderate,Real,8.55
3873,,Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,10.0,10.0,2.8,7.0,Yes,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,-4.0,Male,,41.0,Some college but no degree,Democrat,,Very liberal,Real,10.0
3875,,Enhanced Guidelines,Scientific American,I live in the United States AND I am a legal adult in the state in which I live,I consent to participate in this research,Yes,TRUE,Believer,7.2,5.7,2.8,7.2,No,Correct,Correct,Do not know,Correct,Correct,Correct,Do not know,Correct,Correct,Incorrect,Incorrect,3.3,Male,,25.0,High school graduate (high school diploma or equivalent including GED),Democrat,,Moderate,Real,6.45
